Claim_ID,Policy_Holder,Claim_Date,Claim_Type,Claim_Amount,Location,Rainfall_mm,Weather_Condition,Settlement_Status,Processing_Days
C0868,Hiran Korpal,2025-05-10,Health,131656,Bangalore,134,Flood,Pending,23
C0869,Onkar Bhat,2024-11-01,Vehicle,31279,Chennai,262,Moderate Rain,Pending,5
C0870,Yashvi Sibal,2025-01-30,Vehicle,148491,Lucknow,154,Heavy Rain,Rejected,5
C0871,Zeeshan Choudhry,2025-05-20,Property,341189,Bangalore,227,Light Rain,Pending,10
C0872,Ryan Kade,2025-04-21,Property,329837,Kolkata,272,Flood,Settled,23
C0873,Raunak Bhagat,2025-06-16,Property,480246,Pune,291,Moderate Rain,Settled,12
C0874,Armaan Yogi,2025-08-27,Property,216488,Chennai,149,Flood,Pending,3
C0875,Arhaan Jain,2024-10-29,Health,38160,Mumbai,268,Light Rain,Settled,8
C0876,Kismat Goswami,2025-05-13,Health,168890,Kolkata,76,Flood,Settled,21
C0877,Anvi Varughese,2025-09-23,Agriculture,95921,Pune,167,Flood,Pending,15
C0878,Raunak Wagle,2025-07-26,Vehicle,123634,Pune,273,Moderate Rain,Pending,23
C0879,Devansh Gera,2025-05-06,Property,228707,Hyderabad,228,Heavy Rain,Rejected,9
C0880,Alia Jhaveri,2024-10-06,Health,122281,Mumbai,236,Moderate Rain,Settled,24
C0881,Shlok Ganesan,2025-07-08,Health,120480,Delhi,245,Heavy Rain,Settled,16
C0882,Ivana Bhatti,2025-05-10,Health,192550,Chennai,109,Light Rain,Settled,15
C0883,Elakshi Sekhon,2024-10-26,Health,65030,Ahmedabad,291,Moderate Rain,Settled,17
C0884,Romil Rana,2025-07-05,Vehicle,118685,Lucknow,206,Heavy Rain,Pending,4
C0885,Umang Soman,2024-12-22,Health,163340,Kolkata,215,Heavy Rain,Pending,3
C0886,Ehsaan Kant,2024-10-22,Property,302406,Ahmedabad,292,Heavy Rain,Rejected,16
C0887,Emir Kakar,2025-09-18,Property,490135,Bangalore,254,Light Rain,Pending,24
C0888,Miraya Suri,2025-01-02,Property,328252,Lucknow,186,Flood,Pending,18
C0889,Nitara Mahal,2025-08-07,Agriculture,250271,Hyderabad,299,Heavy Rain,Settled,23
C0890,Amira Garde,2025-04-21,Property,455974,Bangalore,162,Heavy Rain,Settled,3
C0891,Rati Sandal,2024-11-03,Agriculture,90327,Delhi,159,Light Rain,Rejected,18
C0892,Prisha Basu,2024-11-27,Health,166772,Chennai,262,Heavy Rain,Rejected,23
C0893,Fateh Sharaf,2024-10-25,Agriculture,299687,Bangalore,88,Light Rain,Pending,10
C0894,Manjari Bhatt,2025-09-11,Agriculture,265694,Lucknow,142,Light Rain,Pending,22
C0895,Elakshi Varkey,2024-12-09,Property,321254,Mumbai,204,Heavy Rain,Settled,7
C0896,Arhaan Bail,2024-11-10,Property,102645,Hyderabad,73,Light Rain,Pending,23
C0897,Sana Magar,2025-02-26,Vehicle,75817,Hyderabad,133,Light Rain,Settled,9
C0898,Divit Ganesan,2024-11-17,Health,43860,Chennai,220,Light Rain,Settled,12
C0899,Veer Chanda,2024-10-23,Health,62047,Chennai,181,Light Rain,Pending,10
C0900,Purab Mani,2024-11-19,Health,104259,Jaipur,246,Light Rain,Settled,6
C0901,Anaya Kar,2025-09-26,Health,70604,Lucknow,163,Light Rain,Pending,8
C0902,Gatik Sharaf,2025-07-06,Property,323610,Mumbai,153,Moderate Rain,Settled,20
C0903,Ojas Shanker,2025-01-11,Health,73534,Pune,90,Flood,Rejected,30
C0904,Seher Kurian,2025-05-06,Property,336388,Jaipur,82,Moderate Rain,Settled,27
C0905,Raunak Dayal,2025-02-23,Vehicle,61532,Pune,233,Moderate Rain,Settled,21
C0906,Vihaan Wagle,2025-08-07,Property,248752,Hyderabad,137,Moderate Rain,Settled,19
C0907,Anay Trivedi,2025-08-03,Agriculture,52930,Mumbai,285,Moderate Rain,Pending,7
C0908,Anvi Shah,2025-08-07,Property,147534,Kolkata,258,Light Rain,Pending,5
C0909,Adah Bath,2025-02-02,Property,113042,Lucknow,270,Light Rain,Settled,5
C0910,Madhav Mani,2025-02-21,Property,198139,Jaipur,100,Light Rain,Settled,4
C0911,Aayush Deo,2025-04-27,Health,136775,Pune,207,Heavy Rain,Settled,17
C0912,Diya Basak,2024-10-02,Agriculture,215478,Pune,267,Moderate Rain,Settled,6
C0913,Nirvaan Kadakia,2025-02-11,Property,460828,Jaipur,66,Flood,Settled,17
C0914,Anahita Khatri,2025-05-08,Vehicle,111516,Ahmedabad,79,Light Rain,Settled,24
C0915,Armaan Mangal,2025-04-05,Agriculture,97367,Pune,61,Heavy Rain,Pending,16
C0916,Rati Saxena,2024-10-23,Vehicle,117464,Bangalore,267,Moderate Rain,Rejected,24
C0917,Umang Sant,2025-05-16,Health,158861,Hyderabad,134,Heavy Rain,Rejected,7
C0918,Ayesha Som,2025-01-11,Health,23759,Ahmedabad,198,Heavy Rain,Settled,12
C0919,Jhanvi Srinivasan,2024-12-26,Property,363664,Chennai,100,Light Rain,Pending,21
C0920,Diya Goswami,2024-12-05,Health,126788,Pune,268,Flood,Rejected,6
C0921,Jayan Karnik,2025-09-04,Property,136702,Bangalore,204,Heavy Rain,Settled,28
C0922,Mohanlal Tailor,2025-07-04,Health,31322,Mumbai,245,Light Rain,Settled,14
C0923,Anay Kalla,2025-06-22,Vehicle,42176,Kolkata,168,Moderate Rain,Settled,9
C0924,Yakshit Grewal,2025-01-30,Vehicle,31934,Kolkata,259,Light Rain,Settled,28
C0925,Vidur Kota,2025-08-08,Agriculture,108274,Jaipur,235,Moderate Rain,Settled,4
C0926,Jivika Dara,2024-11-02,Health,115192,Kolkata,130,Heavy Rain,Pending,24
C0927,Ira Dugar,2025-08-18,Property,218621,Delhi,221,Flood,Settled,10
C0928,Vardaniya Sathe,2025-05-30,Health,73177,Hyderabad,189,Flood,Pending,11
C0929,Samar Banik,2024-10-24,Vehicle,100875,Pune,287,Flood,Settled,3
C0930,Hansh Amble,2024-12-13,Health,40244,Delhi,132,Flood,Settled,17
C0931,Mishti Sani,2025-05-30,Property,404308,Hyderabad,219,Moderate Rain,Settled,12
C0932,Jiya Ahuja,2024-10-09,Vehicle,62437,Bangalore,181,Moderate Rain,Pending,14
C0933,Yuvraj  Dube,2025-09-04,Vehicle,57018,Chennai,204,Heavy Rain,Pending,3
C0934,Nitya Lata,2025-09-04,Property,217223,Delhi,64,Flood,Settled,10
C0935,Purab Trivedi,2025-01-27,Vehicle,62215,Bangalore,272,Moderate Rain,Pending,8
C0936,Lakshay Virk,2025-05-19,Property,181543,Jaipur,180,Flood,Settled,7
C0937,Miraya Dayal,2024-09-28,Vehicle,102238,Pune,236,Flood,Pending,17
C0938,Samarth Ghosh,2025-05-31,Vehicle,84086,Lucknow,297,Flood,Settled,3
C0939,Ritvik Bansal,2024-12-02,Vehicle,42254,Bangalore,199,Heavy Rain,Settled,11
C0940,Yuvraj  Sandal,2024-11-14,Agriculture,70235,Jaipur,279,Flood,Pending,24
C0941,Advika Kunda,2025-08-19,Vehicle,43085,Ahmedabad,179,Heavy Rain,Pending,18
C0942,Riya Yadav,2025-05-04,Health,181337,Hyderabad,278,Moderate Rain,Settled,27
C0943,Aarush Rastogi,2025-02-09,Property,397649,Chennai,264,Light Rain,Settled,11
C0944,Rania Sandal,2024-11-24,Health,107672,Ahmedabad,225,Flood,Settled,5
C0945,Tarini Buch,2024-12-23,Health,171382,Jaipur,139,Moderate Rain,Pending,13
C0946,Abram Salvi,2025-03-17,Health,73405,Kolkata,233,Heavy Rain,Settled,11
C0947,Dhruv Basu,2024-10-30,Vehicle,121800,Delhi,157,Light Rain,Pending,30
C0948,Hunar Bains,2025-04-18,Property,144787,Bangalore,218,Flood,Settled,29
C0949,Piya Sibal,2025-02-19,Agriculture,288365,Kolkata,124,Moderate Rain,Pending,5
C0950,Kanav Bandi,2025-09-23,Vehicle,30906,Mumbai,270,Light Rain,Settled,19
C0951,Misha Sachar,2024-11-17,Property,440549,Ahmedabad,192,Flood,Settled,29
C0952,Sana Dass,2024-12-07,Health,113373,Ahmedabad,195,Heavy Rain,Settled,21
C0953,Bhamini Lad,2025-01-19,Agriculture,63883,Lucknow,291,Heavy Rain,Rejected,25
C0954,Eva Krishna,2025-02-24,Vehicle,54880,Delhi,246,Light Rain,Settled,11
C0955,Miraya D’Alia,2025-09-08,Health,33061,Delhi,227,Flood,Pending,21
C0956,Kismat Chatterjee,2025-07-14,Agriculture,207534,Bangalore,238,Light Rain,Rejected,23
C0957,Anya Barad,2025-07-29,Agriculture,65898,Pune,242,Light Rain,Pending,9
C0958,Mamooty Varghese,2025-02-04,Property,284611,Delhi,133,Heavy Rain,Pending,15
C0959,Fateh Gulati,2025-05-08,Health,56791,Chennai,62,Light Rain,Settled,18
C0960,Renee Shah,2025-02-11,Health,65999,Mumbai,252,Moderate Rain,Settled,14
C0961,Lakshit Doshi,2024-11-17,Property,237632,Delhi,95,Moderate Rain,Rejected,13
C0962,Vivaan Gaba,2025-01-19,Health,50103,Delhi,233,Light Rain,Settled,19
C0963,Sumer Konda,2025-01-29,Vehicle,45032,Chennai,156,Flood,Settled,20
C0964,Hansh Devan,2025-06-14,Health,108663,Lucknow,185,Light Rain,Pending,6
C0965,Anika Kurian,2025-08-15,Property,249173,Ahmedabad,53,Flood,Settled,24
C0966,Mehul Subramanian,2025-09-04,Agriculture,200420,Kolkata,71,Flood,Pending,12
C0967,Vidur Gour,2025-08-19,Vehicle,79819,Pune,166,Moderate Rain,Settled,20
C0968,Divij Sem,2025-08-03,Vehicle,83868,Kolkata,265,Heavy Rain,Settled,12
C0969,Vihaan Tandon,2025-06-19,Agriculture,62850,Lucknow,253,Moderate Rain,Pending,16
C0970,Anika Iyer,2025-04-08,Vehicle,54706,Ahmedabad,77,Moderate Rain,Pending,12
C0971,Kismat Kadakia,2025-09-01,Health,39972,Mumbai,175,Light Rain,Pending,6
C0972,Rania Bhasin,2025-07-15,Agriculture,251858,Pune,160,Moderate Rain,Settled,14
C0973,Emir Dugar,2025-06-12,Health,165324,Pune,172,Flood,Settled,10
C0974,Lakshay Bora,2025-03-09,Agriculture,118985,Bangalore,58,Flood,Pending,22
C0975,Mahika Mani,2025-05-12,Health,25602,Jaipur,208,Light Rain,Settled,23
C0976,Nitya Sani,2025-03-15,Health,35977,Pune,264,Light Rain,Settled,21
C0977,Dishani Ram,2025-05-15,Property,385056,Kolkata,259,Moderate Rain,Settled,13
C0978,Seher Saha,2025-07-14,Health,159096,Mumbai,136,Heavy Rain,Settled,10
C0979,Oorja Kumer,2025-01-29,Vehicle,34585,Mumbai,159,Moderate Rain,Settled,6
C0980,Manjari Sekhon,2024-11-21,Health,53767,Kolkata,185,Flood,Settled,9
C0981,Lagan Krishna,2025-03-27,Health,75740,Ahmedabad,176,Flood,Pending,13
C0982,Aarna Gaba,2024-10-25,Health,70373,Hyderabad,69,Light Rain,Settled,11
C0983,Shaan Doshi,2025-07-14,Health,112015,Bangalore,197,Flood,Settled,29
C0984,Drishya Bumb,2025-03-10,Property,193741,Chennai,82,Heavy Rain,Settled,24
C0985,Ojas Sridhar,2025-08-25,Property,441455,Hyderabad,54,Light Rain,Settled,30
C0986,Shanaya Kala,2024-12-24,Health,139598,Pune,275,Heavy Rain,Settled,3
C0987,Renee Jaggi,2025-02-26,Health,196245,Chennai,102,Moderate Rain,Pending,10
C0988,Tanya Mahal,2025-07-26,Property,496449,Delhi,76,Heavy Rain,Pending,25
C0989,Emir Bala,2025-01-02,Agriculture,118190,Pune,72,Light Rain,Settled,30
C0990,Dhruv Ray,2025-05-29,Vehicle,74071,Pune,194,Heavy Rain,Settled,7
C0991,Saira Kale,2025-01-20,Health,178254,Kolkata,62,Moderate Rain,Rejected,15
C0992,Shray Rajagopalan,2024-10-31,Property,195704,Chennai,238,Moderate Rain,Rejected,22
C0993,Misha Sachdeva,2025-09-18,Health,136394,Kolkata,265,Moderate Rain,Pending,9
C0994,Elakshi Reddy,2025-07-29,Property,487788,Mumbai,80,Flood,Pending,17
C0995,Manjari Kapadia,2025-04-07,Property,381823,Jaipur,106,Flood,Settled,24
C0996,Elakshi Balasubramanian,2025-09-01,Property,238020,Lucknow,253,Flood,Settled,6
C0997,Samaira Desai,2025-04-13,Vehicle,52299,Mumbai,197,Moderate Rain,Pending,6
C0998,Raunak Shroff,2024-11-23,Property,413264,Delhi,159,Light Rain,Pending,30
C0999,Elakshi Shere,2025-01-05,Property,465655,Lucknow,55,Flood,Settled,23
C1000,Faiyaz Kapadia,2025-04-30,Agriculture,113514,Mumbai,86,Flood,Rejected,10
